  -8.00000000      0.371815234      0.371815234    
  -7.99200010       1.58756149      0.371394455    
  -7.98400021       2.72262716      0.370997667    
  -7.97599983       3.77999091      0.370624810    
  -7.96799994       4.76361418      0.370275855    
  -7.96000004       5.67619181      0.369950771    
  -7.95200014       6.52088356      0.369649500    
  -7.94399977       7.30186415      0.369371951    
  -7.93599987       8.02085781      0.369118184    
  -7.92799997       8.68012714      0.368888110    
  -7.92000008       9.28390980      0.368681729    
  -7.91200018       9.83431053      0.368498951    
  -7.90399981       10.3339033      0.368339807    
  -7.89599991       10.7837076      0.368204296    
  -7.88800001       11.1887407      0.368092358    
  -7.88000011       11.5490913      0.368003964    
  -7.87200022       11.8680639      0.367939144    
  -7.86399984       12.1478958      0.367897898    
  -7.85599995       12.3894053      0.367880195    
  -7.84800005       12.5959597      0.367886007    
  -7.84000015       12.7692299      0.367915392    
  -7.83199978       12.9101095      0.367968321    
  -7.82399988       13.0208998      0.368044823    
  -7.81599998       13.1037073      0.368144870    
  -7.80800009       13.1595249      0.368268490    
  -7.80000019       13.1903381      0.368415684    
  -7.79199982       13.1974840      0.368586540    
  -7.78399992       13.1819105      0.368781000    
  -7.77600002       13.1464415      0.368999124    
  -7.76800013       13.0909910      0.369240940    
  -7.76000023       13.0169287      0.369506478    
  -7.75199986       12.9259319      0.369795769    
  -7.74399996       12.8194361      0.370108843    
  -7.73600006       12.6977682      0.370445758    
  -7.72800016       12.5623331      0.370806515    
  -7.71999979       12.4149427      0.371191263    
  -7.71199989       12.2544622      0.371599913    
  -7.70400000       12.0861835      0.372032583    
  -7.69600010       11.9054384      0.372489333    
  -7.68800020       11.7162390      0.372970223    
  -7.67999983       11.5204468      0.373475343    
  -7.67199993       11.3156986      0.374004692    
  -7.66400003       11.1048985      0.374558359    
  -7.65600014       10.8885517      0.375136405    
  -7.64799976       10.6663980      0.375738978    
  -7.63999987       10.4395199      0.376366019    
  -7.63199997       10.2098894      0.377017707    
  -7.62400007       9.97647285      0.377694130    
  -7.61600018       9.73997211      0.378395319    
  -7.60799980       9.50092220      0.379121453    
  -7.59999990       9.26058102      0.379872471    
  -7.59200001       9.01877880      0.380648583    
  -7.58400011       8.77596092      0.381449878    
  -7.57600021       8.53318787      0.382276416    
  -7.56799984       8.29049110      0.383128375    
  -7.55999994       8.04756832      0.384005755    
  -7.55200005       7.80527496      0.384908736    
  -7.54400015       7.56522751      0.385837406    
  -7.53599977       7.32501221      0.386791945    
  -7.52799988       7.08676434      0.387772381    
